,0,1,2,3,4,5,6,7,8,9,10,11,12,username
191,Male,Female,left,Hindi,Bought House,single,Hindu,Ahmedabad,R,Chacha Nehru Bal Chikitsalaya,Rainbow Academy,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Caesars Entertainment,simplyabhinavjha
192,Male,Female,apolitical,Hindi,Bought Vehicle,complicated,Christian,Kanpur,Adobe Creative Suite,Satyawati College (Evening),AMBIKA DAHAL MEM. SCHOOL (PVT),"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Amphenol,100018219152388
193,Male,Female,,,Bought House,complicated,Muslim,Delhi, operating a PoS,Shivaji College,SEVENTH-DAY ADVANTIST MISSION SCHOOL,The only place you find success before work is in the dictionary. May V Smith,TJX,100009019619470
194,Male,,apolitical,Tamil,Married,committed,Hindu,Nagpur, pallet-stacker,Nehru Homeopathic Medical College & Hospital,GREENVALE ACADEMY,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",CVS Health,ishan.jain.585559
195,Female,Male,right,Hindi,Bought Vehicle,single,Sikh,Surat, operating a PoS,Keshav Mahavidyalaya,LITTLE SCHOLRS ACADEMY,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Genworth Financial,100000147562780
196,Female,Male,apolitical,English,,complicated,Hindu,Pune, Google Analytics,University College of Medical Sciences,PRATIVA ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Delta Air Lines,atharv.shivsud.3
197,Male,Female,apolitical,Hindi,Graduated,single,Hindu,Pune, Google Search Console Operator,Jesus & Mary College,LITTLE ANGELS ACADEMY,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Camping World Holdings,rohan.wable.12
198,Male,Female,apolitical,Punjabi,Married,complicated,Christian,Delhi,Adobe Creative Suite,Maitreyi College for Women,EVERGREEN ENGLISH SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,Cintas,karthik.sridhar.739
199,Male,Female,right,Hindi,Graduated,single,Christian,Delhi, Scala,Florence Nightingale College of Nursing,ANUGRAH PS MANPUR,,Office Depot,100009502642953
200,Male,Female,left,Tamil,Bought House,single,Atheist,Lucknow, operating a PoS,Deen Dayal Upadhyaya College,GYANODAYA NURSERY SCHOOL,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Kinder Morgan,paarth.mehra.52
201,Male,Female,apolitical,Hindi,Graduated,,Hindu,Delhi, Google Search Console Operator,P.G.D.A.V. College (Evening),DIAMOND ENG SCHOOL (PVT),"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Express,ybansal400
202,Female,Male,right,Hindi,Bought House,,Jainism,Delhi, Google Search Console Operator,Ramanujan College,MAGNOLIA ENGLISH SCHOOL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Prologis,gargayush2001
203,Male,Female,left,English,,single,Jainism,Delhi,,P.G.D.A.V. College,DONALD MEMORIAL ACADEMY (PVT,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Nvidia,raghav.bahl.90
204,Male,Female,apolitical,Hindi,Graduated,live-in,Muslim,Visakhapatnam,operating a road roller,Deshbandhu College(Morning),BOSKO ENG SCHOOL (PVT),"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Amazon.com,atul.anand.9047
205,,Other,left,Bengali,Bought Vehicle,complicated,Buddhism,Kanpur, pallet-stacker,Kirori Mal College,SYARI MODEL SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,Marriott International,rupalika.johri
206,Male,Female,,Punjabi,Graduated,single,Hindu,Kolkata,operating a road roller,Holy Family College of Nursing,KUSH HANG MEMORIAL ENGLISH SCHOOL,The only place you find success before work is in the dictionary. May V Smith,LCI Industries,shyna.puri.5
207,Female,Male,apolitical,English,Married,complicated,Hindu,Kolkata, ERP systems,College of Art,MAYAL KATEN NAMGYALLING ACADEMY SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Massachusetts Mutual Life Insurance,yash.gupta.507
208,,Male,apolitical,English,Graduated,,Atheist,Kanpur, Google Analytics,University College of Medical Sciences,BRIGHT CAREER ACHADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Travelers,prakriti.pavani
209,Male,Female,right,Hindi,Graduated,live-in,Hindu,Delhi, pallet-stacker,Janki Devi Memorial College,RISING STAR (PVT),"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",New York Life Insurance,PBSGrocks
210,,Male,,Hindi,Married,divorced,Muslim,Delhi, CRMs,University College of Medical Sciences,UNITED ACADEMY SCHOOL DARAMDIN,,SPX FLOW,prathamesh.kakade.9
211,,Other,right,English,Bought Vehicle,complicated,Sikh,Ahmedabad,SEM Marketing,Maulana Azad Medical College,MOTHER TERESA MEMORIAL SCHOOL,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Dell Technologies,bhavay.wadhwa.7
212,Male,Female,apolitical,Hindi,Married,committed,Atheist,Hyderabad, operating a PoS,Sri Guru Tegh Bahadur Khalsa College,MT.CARMEL ACADEMY,It took me a long time not to judge myself through someone elses eyes. Sally Field,Jones Lang LaSalle,100009647462423
213,Male,Female,right,,New Job,live-in,Buddhism,Lucknow, Google Search Console Operator,Shri Ram College of Commerce,HIMALAYAN ACADEMY LUNGCHOK,,Blackstone Group,Khannaadi
214,Female,Male,right,Bengali,,,Christian,Nagpur, ERP systems,Moti Lal Nehru College,GEN NEXT ACADEMY,,Henry Schein,skanda.balasubramanya.5
215,Male,Female,left,Punjabi,New Job,single,Hindu,Pune, Google Search Console Operator,Satyawati College (Evening),ST JOSEPH SCHOOL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Park Hotels & Resorts,gagana.33
216,,Male,right,English,,married,Sikh,Surat, CRMs,Sri Aurobindo College (Evening),ST .PATRICK,,Dollar General,Manvender
217,Female,Male,right,,,married,Sikh,Hyderabad,Accounting ,Maharaja Agarsen College,RADIANT STARS ACADEMY,,Jacobs Engineering Group,sidpandiya
218,,Male,right,English,Married,live-in,Hindu,Pune, operating a PoS,,KARMA DHARMA CHAKRA UPS,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",PayPal Holdings,sagar.sharma.123276
219,Female,Male,,Hindi,Bought Vehicle,single,Christian,Kolkata,Adobe Creative Suite,Rajkumari Amrit Kaur College of Nursing,NEW VISION ACADEMY,"Hope never abandons you, you abandon it. George Weinberg",Moog,amit.maurya.12764
220,Male,Female,right,Hindi,Bought House,committed,,Kolkata, Google Search Console Operator,Rajkumari Amrit Kaur College of Nursing,KARMA DHARMA CHAKRA UPS,,S&P Global,100004977274031
221,Male,Female,left,Hindi,,single,Muslim,Ahmedabad, forklifting,Rajkumari Amrit Kaur College of Nursing,SUNSHINE ACADEMY,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Hilton Worldwide Holdings,yashwanth.babu
222,Female,Male,right,Hindi,Married,single,Hindu,Hyderabad, Ableton Live Suite,Kamla Nehru College for Women,SWARSWATI BAL VIDHALAYA,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Owens Corning,ishi.agarwal.7505
223,,Female,,English,Bought House,,Hindu,Mumbai, Ableton Live Suite,Moti Lal Nehru College,BETHANY SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,Discovery,chetan.lugani.5
224,Female,Male,,Hindi,Bought Vehicle,,Muslim,Visakhapatnam,Frequency analysis,Kirori Mal College,SEVEN HILLS SCHOOL,,CommScope Holding,sahil.bhatia.980
225,Male,Female,right,Hindi,Bought House,single,,Hyderabad, Google Analytics,IIT Mandi,RAINDOW PRY (PVT),"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Revlon,semanti.chattopadhyay
226,,Female,left,Punjabi,New Job,married,Hindu,Visakhapatnam,Adobe Creative Suite,Maulana Azad Institute of Dental Sciences,MOUNT CARMEL,,Amgen,aakash.sehrawat.507
227,Male,Female,,Hindi,,divorced,Jainism,,operating a road roller,Kalindi College for Women,SAI GURUKUL ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Genesee & Wyoming,smartgeek.69
228,Female,,,Tamil,New Job,divorced,Buddhism,Lucknow,Java,IIT Roorkee,RISING STAR (PVT),"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Stryker,arav.malik.587
229,Male,Female,right,Punjabi,Married,single,,Visakhapatnam,Adobe Creative Suite,Maharaja Agarsen College,SIKKIM HOMES ACADEMY,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Westlake Chemical,lakshya.agarwal.3382
230,,,right,Hindi,Bought Vehicle,,Buddhism,Visakhapatnam,C#,Shivaji College,EDEN GARDEN SCHOOL (P),,Cardinal Health,manibhushan23
231,Female,,left,Tamil,Bought Vehicle,single,Muslim,Chennai, Google Analytics,Indraprastha College for Women,SARASWATI SHISHU VIDYALAYA,,Dentsply Sirona,shubham.parakh.750
232,Female,,apolitical,Punjabi,,single,Hindu,Mumbai, Ableton Live Suite,IIT Mandi,KEN ENGLISH SCHOOL,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Microchip Technology,akshat.sinha.369
233,Male,Female,left,Hindi,Graduated,,Jainism,Kolkata, pallet-stacker,Atma Ram Sanatan Dharma College,SARASWATI VIDYA NIKETAN,,Par Pacific Holdings,varun.b.lakhani
234,Male,Female,left,Hindi,Married,complicated,Atheist,Bangalore, C++,Kamla Nehru College for Women,NEW WISDOM ACADEMY,,Core-Mark Holding,ashwin.gill.39
235,Male,Female,right,Punjabi,Graduated,,Hindu,Lucknow, ERP systems,Indraprastha College for Women,LIGHT OF LIFE ACADEMY,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Express,khemanishlok
236,Female,Male,right,Hindi,Married,,Christian,Lucknow,C#,Holy Family College of Nursing,SOUTH POINT ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Group 1 Automotive,DankMemesGang/
237,,Other,,,Bought Vehicle,complicated,Hindu,Delhi, ERP systems,Lakshmi Bai College for Women,GRACE ACADEMY,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,F5 Networks,pranav.pillai1
238,Male,Female,,English,Graduated,complicated,Christian,Surat, Google Search Console Operator,Kalindi College for Women,ST. PAULS SCHOOL CHANGEY,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Penn Mutual Life Insurance,rajath.nair.332
239,Male,Female,left,Hindi,Graduated,committed,Sikh,Delhi, C++,Shaheed Rajguru College of Applied Sciences for Women,SARASWATI VIDYA NIKETAN,,Equity Residential,meghna.sharma.520357
240,Male,Female,apolitical,Hindi,,live-in,,Jaipur, bookkeeping,Sri Guru Nanak Dev Khalsa College,REHMA ENGLISH SCHOOL,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,XPO Logistics,aviram.neehar.35
241,,Male,apolitical,English,,complicated,Muslim,Delhi,Accounting ,National Institute of Health & Family Welfare,TINY KIDS ACADEMY (PVT),"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",FM Global,filippoloretiofficial/
242,,Male,,,Bought House,live-in,Christian,Ahmedabad, ERP systems,Dyal Singh College,GRACE ENGLISH SCHOOL,,Advanced Micro Devices,100006021617273
243,,Male,apolitical,Hindi,,single,Atheist,, ERP systems,Jesus & Mary College,BAHAI SCHOOL (PVT),,Allstate,chandrasumer
244,Female,Male,right,,,committed,Christian,Ahmedabad, Stethoscope Usage,Kasturba Hospital,PRATIVA ACADEMY,,Gilead Sciences,tanisha.pandey.3720
245,,Other,apolitical,Hindi,,committed,Sikh,Visakhapatnam,Mathematics ,Shri Ram College of Commerce,SANGAM ACADEMY,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Ashland Global Holdings,cel.berenova
246,,Male,left,English,Married,complicated,Jainism,Bangalore, bookkeeping,Institute of Human Behaviour & Allied Sciences,KUSH HANG MEMORIAL ENGLISH SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Ascena Retail Group,viraaj.singhchugh
247,Female,Male,apolitical,Hindi,Bought Vehicle,,Atheist,Surat, pallet-stacker,Swami Shraddhanand College,TRINITY SCHOOL SRIBADAM,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Kar Auction Services,divyansh.jain.5055
248,Female,Male,right,English,Graduated,live-in,Hindu,Delhi, Scala,Lady Hardinge Medical College,MANJUSHREE ACADEMY,,Berry Global Group,aroravikas
249,Male,Female,,,Bought Vehicle,single,Hindu,, operating a PoS,Acharya Narendra Dev College,SOUTH POINT ACADEMY,,Expedia Group,muskan.jain.503092
250,,,apolitical,English,Bought House,live-in,Hindu,Delhi,,Shyam Lal College (Evening),RAINDOW PRY (PVT),,Granite Construction,kush.baheti.29
251,Male,Female,left,Tamil,New Job,live-in,Jainism,Jaipur,,IIT Delhi,WISDOM LAKE,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Tailored Brands,shubhada.chaudhari.2326
252,Male,Female,apolitical,Hindi,Married,divorced,Jainism,Bangalore, operating a PoS,Janki Devi Memorial College,CHILDRENS WORLD ACADEMY (PVT,The only place you find success before work is in the dictionary. May V Smith,Discover Financial Services,shriedajain.99
253,,Male,left,Hindi,Graduated,divorced,Buddhism,Chennai, Scala,Netaji Subhash Institute of Technology,MAINUM NURSERY SCHOOL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Reinsurance Group of America,yemgee
254,Female,Male,,Punjabi,,live-in,Jainism,Lucknow,Accounting ,University College of Medical Sciences,ESWARAMA SAI GURUKUL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",H&R Block,adhvik.gupta.39
255,Male,Female,apolitical,English,Married,divorced,Hindu,Ahmedabad,Frequency analysis,P.G.D.A.V. College,Rainbow Academy,,Applied Industrial Technologies,twisha.jain.50
256,Female,Male,apolitical,English,Bought House,married,Buddhism,Jaipur, Ableton Live Suite,Aryabhatta College(Formally Ram Lal Anand College-Evg.),JUBILANT SCHOOL,,Conduent,nathan.rebello.56
257,Male,Female,,Bengali,,divorced,Buddhism,Surat, pallet-stacker,Sri Guru Gobind Singh College of Commerce,SARASWATI VIDYA NIKETAN,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Booking Holdings,100008295381143
258,Male,Female,right,English,Bought Vehicle,complicated,Christian,Mumbai, Crystallization ,Sri Aurobindo College (Evening),GREENVALE ACADEMY,"Hope never abandons you, you abandon it. George Weinberg",Nike,100017836627084
259,Female,Male,,Hindi,Bought House,live-in,Muslim,Bangalore, ERP systems,Ayurvedic & Unani Tibia College,TINY BUDS ACADEMY,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Landstar System,100021660904688
260,Male,,apolitical,Punjabi,Bought Vehicle,live-in,Buddhism,Visakhapatnam,C#,Bhim Rao Ambedkar College,BAPTIST ENG . SCHOOL (PVT),Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,WGL Holdings,rohanrajpal1
261,Female,Male,left,Tamil,,committed,Christian,Chennai, forklifting,Holy Family College of Nursing,LITTLE ANGEL ENGLISH SCHOOL,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Interactive Brokers Group,poojapahwa
262,Male,,right,Hindi,Married,,Christian,Delhi, pallet-stacker,Sri Aurobindo College (Evening),BOSKO ENG SCHOOL (PVT),,Woodward,Raunaqenjoy
263,Male,,apolitical,Hindi,Bought Vehicle,committed,,Ahmedabad,Adobe Creative Suite,Vivekananda College,"MT,PANDIM ACADEMY",,Citrix Systems,sanjiti.varshney
264,Male,Female,apolitical,Punjabi,New Job,divorced,Atheist,Kolkata,operating a road roller,Sri Guru Tegh Bahadur Khalsa College,SARASWATI VIDYALAYA KYONGSHA,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Duke Energy,abhivyakti.gupta
265,Male,Female,apolitical,,Bought House,,Buddhism,Delhi,Frequency analysis,IIT Delhi,NEW TULIPS KINDERGARDEN,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Workday,shooter.sid.10
266,Female,,left,Bengali,Bought Vehicle,single,,Bangalore,Adobe Creative Suite,Mata Sundri College for Women,ST STEPHENS SCHOOL,,Vail Resorts,kgauravvv
267,,Other,left,,Married,single,Hindu,Mumbai, operating a PoS,Shri Ram College of Commerce,SHARON VALLEY SCHOOL,,Expedia Group,tejasv.gupta.5
268,Female,,,Hindi,Married,committed,Hindu,Delhi, forklifting,College of Art,ST.TERESAS SCHOOL,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Hanesbrands,avi.gupta3
269,,Male,,Punjabi,New Job,married,Muslim,Delhi,Java,Ram Lal Anand College,LABDANG ENGLISH SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,American Electric Power,pulkitsharmaa24
270,Female,Male,,Hindi,Graduated,complicated,Christian,Delhi,SEM Marketing,Shaheed Bhagat Singh College (Evening),MANJUSHREE ENGLISH SCHOOL,,Eversource Energy,brijesh.tripathi.378
271,,Female,,,Graduated,,Jainism,Delhi,Accounting ,Nehru Homeopathic Medical College & Hospital,VISION ACADEMY,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",W.R. Berkley,ramachandran.narayanan.754
272,Male,Female,apolitical,Hindi,Bought House,divorced,Buddhism,Pune,C#,Ramjas College,MOTHER TERESA MEMORIAL,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,salesforce.com,ajinkya.deshpande.121
273,,Female,right,,Bought House,committed,Hindu,, forklifting,Shivaji College,TAKTSE INTERNATIONAL SCHOOL,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Oneok,100009386551595
274,Female,,right,Punjabi,Married,complicated,Jainism,Chennai, Crystallization ,Sri Guru Tegh Bahadur Khalsa College,RAPHJORE ACADEMY,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Builders FirstSource,malikdikshant4
275,,Male,apolitical,English,New Job,single,Jainism,Surat, pallet-stacker,College of Art,NEW STEPS ACADEMY,,BrightView Holdings,100004857705779
276,Female,Male,left,Bengali,,divorced,,Bangalore, forklifting,Lady Shri Ram College for Women,DAFFODILS HOME,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Peter Kiewit Sons',akshay.murali.7
277,Female,Male,apolitical,Hindi,Bought Vehicle,,Sikh,Nagpur, Scala,Maulana Azad Medical College,SARASWATI SHISHU VIDYALAYA,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Penn Mutual Life Insurance,sarinbomer
278,Female,Male,,Hindi,Graduated,single,Atheist,Kanpur,C#,Sri Aurobindo College,ANNIES HOME,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",EnLink Midstream,vinny.singhal.9
279,Female,,apolitical,Hindi,,live-in,Buddhism,Surat, Scala,IIT Roorkee,VIDHYA SAGAR GAYNPEATH TATHANG,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Avery Dennison,colleze.snek.5
280,Male,Female,,English,Bought Vehicle,,Hindu,Hyderabad,Frequency analysis,Shyam Lal College,ST.XAVIERS SCHOOL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Foot Locker,sanuba.khan.14
281,Male,Female,right,English,Married,committed,Hindu,Delhi, Scala,Hindu College,TINY TOTS PS,"Hope never abandons you, you abandon it. George Weinberg",H&R Block,RajatJainX
282,Male,Female,apolitical,English,Graduated,single,Christian,Visakhapatnam,R,Shivaji College,SAI GURUKUL ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Sanmina,deepankar.aggarwal.12
283,,Other,left,,Bought Vehicle,live-in,Jainism,Delhi,Mathematics ,Nehru Homeopathic Medical College & Hospital,ANNIES HOME,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",First Data,AdSuresh09
284,,Male,right,,Bought House,single,Muslim,Jaipur,,Lakshmi Bai College for Women,LITTLE ANGEL SCHOOL,,Applied Materials,himanshu51
285,Male,Female,right,English,Bought Vehicle,single,Atheist,Pune,Java,Jesus & Mary College,MANJUSRI CITY (PUBLIC) SCHOOL,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Oneok,urmin.gala
286,Male,Female,right,Tamil,Graduated,divorced,Jainism,Delhi, C++,Shaheed Sukhdev College of Business Studies,LITTLE ANGEL SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",McCormick,mariyumfatima.naqvi
287,,,left,Bengali,Bought House,,Buddhism,Hyderabad,Mathematics ,IIIT Delhi,SPRINGDALE ACADEMY,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Host Hotels & Resorts,abhishek.soni.750
288,Female,Male,apolitical,,Married,committed,Buddhism,Visakhapatnam,operating a road roller,Lady Hardinge Medical College,SARASWATI SISHU VIDHLAYA,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Aramark,suruchipundir
289,Female,Male,right,Hindi,Bought House,married,,Lucknow, C++,Kasturba Hospital,MOON LIGHT SCHOOL,,Murphy USA,avi.malhotra.18
290,,Female,left,Hindi,Bought House,married,Hindu,Visakhapatnam, C++,IIT Delhi,SARASWATI VIDYALAYA KYONGSHA,,Valero Energy,jimmy.kudo.37
291,,,left,English,Bought House,complicated,Muslim,Pune,R,Janki Devi Memorial College,EBENEZER ACADEMY,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Colfax,vaibhav.mathur.319
292,Female,Male,apolitical,Hindi,Bought Vehicle,committed,Sikh,Surat,Frequency analysis,Nehru Homeopathic Medical College & Hospital,SOUTH POINT ACADEMY,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Renewable Energy Group,richa.ahuja.982
293,Male,Female,apolitical,Punjabi,Bought House,single,Sikh,,,Acharya Narendra Dev College,ST STEPHENS SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Costco Wholesale,neha.nimbal.5
294,Male,Female,right,,Married,single,Hindu,Lucknow,Frequency analysis,Shyama Prasad Mukherji College for Women,LIFE VISION ACADEMY,"Hope never abandons you, you abandon it. George Weinberg",Terex,sanket.khajuria
295,Male,Female,,,,complicated,Muslim,Lucknow, operating a PoS,Bhagini Nivedita College,NEW BUDS ACADEMY,The only place you find success before work is in the dictionary. May V Smith,Cboe Global Markets,yatin2401
296,Male,Female,left,Bengali,Bought Vehicle,live-in,Christian,Delhi, Stethoscope Usage,Swami Shraddhanand College,RAINDOW PRY (PVT),"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Ryerson Holding,mansi.bhamu
297,Male,Female,left,Hindi,Graduated,single,Hindu,Surat, Google Search Console Operator,IIT Kanpur,SARASWATI SISHU MANDIR,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Blackstone Group,anant.triguna
298,Male,Female,left,Tamil,,live-in,Hindu,Jaipur,Accounting ,Bhagini Nivedita College,ADONAI HOMES,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Wyndham Destinations,mohit.pandey.7509836
299,,Female,apolitical,Tamil,Bought Vehicle,live-in,Atheist,Surat,,Bhim Rao Ambedkar College,GREEN HILL ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,CBS,archit.saxena.568
300,,Other,right,Tamil,Bought Vehicle,live-in,Jainism,Hyderabad, forklifting,Sri Guru Tegh Bahadur Khalsa College,ST.XAVIERS SCHOOL,,Olin,avneesh.dubey.31
301,Male,,left,Hindi,Bought Vehicle,married,Hindu,Bangalore,Mathematics ,Aditi Mahavidyalaya,Bethal Pvt. School,,TopBuild,varinee.jain
302,,Other,,Bengali,New Job,single,Sikh,Delhi,Frequency analysis,Shaheed Bhagat Singh College,KANCHANJUNGA ACADEMY,,Ameriprise Financial,100001621463778
303,,Female,right,,Graduated,complicated,Muslim,Mumbai, CRMs,Atma Ram Sanatan Dharma College,SAI GURUKUL ACADEMY,,Brinker International,alpha.omega.mgkbebae
304,Male,Female,,English,New Job,single,Hindu,Jaipur, Ableton Live Suite,Indraprastha College for Women,ST. JOHNS JHS SCHOOL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Teradata,100005048507190
305,Male,,,Hindi,Bought House,divorced,Muslim,Kolkata, C++,Janki Devi Memorial College,GREENVALE ACADEMY,"Hope never abandons you, you abandon it. George Weinberg",Triple-S Management,abhimanyu.shetty.169
306,Female,Male,apolitical,Hindi,Bought House,married,Hindu,Nagpur,C#,Kasturba Hospital,MODEL ENGLISH SCHOOL,,Tupperware Brands,kriti.agarwal.1485
