,0,1,2,3,4,5,6,7,8,9,10,11,12,username
117,Female,,right,English,New Job,complicated,Jainism,Mumbai,Mathematics ,Delhi Institute of Pharmaceutical Sciences and Research,KUSH HANG MEMORIAL ENGLISH SCHOOL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Adobe,garvita.jain.581
118,Female,Male,,Tamil,Bought Vehicle,live-in,Hindu,Mumbai, C++,Shyam Lal College,WEST POINT ACADEMY,,Ecolab,navya.bhatla
119,,Other,right,Hindi,Married,married,Jainism,Delhi,Mathematics ,Ahilya Bai College of Nursing,JOYBELLS (PVT),,Intercontinental Exchange,ishani.1402
120,Male,Female,right,English,,committed,Hindu,Surat,Adobe Creative Suite,Shri Ram College of Commerce,PHUSPANJALI VIDHALAYA,The only place you find success before work is in the dictionary. May V Smith,Farmers Insurance Exchange,belegendstyle
121,Male,Female,right,English,Married,,Sikh,Kolkata,SEM Marketing,Ahilya Bai College of Nursing,SPLENDOUR ACADEMY,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Unisys,palak.kapai.5
122,Male,Female,apolitical,,Married,,Christian,Delhi, Scala,Keshav Mahavidyalaya,BETHANY SCHOOL,,Lear,stephin.anil.31
123,Male,Female,,Punjabi,Graduated,single,Hindu,Kanpur, operating a PoS,Maharaja Agarsen College,HOLY FAITH ENGLISH SCHOOL,,Land O'Lakes,saachi.singh.96
124,,Male,right,Tamil,Graduated,single,,Pune, Google Search Console Operator,Lady Shri Ram College for Women,VENUS ACADEMY,It took me a long time not to judge myself through someone elses eyes. Sally Field,W.W. Grainger,vinita.gilbert
125,Male,Female,right,Hindi,,married,Hindu,Delhi,Accounting ,Hans Raj College,NEW LIGHT ACADEMY,,Voya Financial,agrim.sfs
126,Female,Male,left,,Bought Vehicle,complicated,Jainism,Delhi,SEM Marketing,Shyama Prasad Mukherji College for Women,UNITED ACADEMY SCHOOL DARAMDIN,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Charles Schwab,pruthwiraj.nanda.3
127,Male,Female,apolitical,English,New Job,divorced,Hindu,Delhi, CRMs,College of Art,SARASWATI SISHU VIDYALAYA,"Hope never abandons you, you abandon it. George Weinberg",Ciena,mayank.grover.3
128,Male,Female,left,English,Graduated,,,Visakhapatnam,operating a road roller,Satyawati College (Evening),KING GEORGE ACADEMY,It took me a long time not to judge myself through someone elses eyes. Sally Field,Viacom,tushar.gupta.165685
129,Male,Female,left,Bengali,New Job,complicated,Muslim,Surat, Google Search Console Operator,IIT Kanpur,HIMALAYAN SCHOOL,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Centene,sezal.chug
130,,Other,left,Punjabi,New Job,married,Christian,Visakhapatnam, C++,P.G.D.A.V. College (Evening),TOUCH WOOD ACADEMY,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",American Electric Power,rahul.dwivedi.1426
131,Female,Male,left,English,Married,single,Jainism,Visakhapatnam,,Pt. Deendayal Upadhyaya Institute of Physically Handicapped,J M K MEMORIAL SCHOOL,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",ConocoPhillips,arpit.bhatia.397
132,Female,Male,,English,Bought House,married,,Nagpur,operating a road roller,Maulana Azad Medical College,P.M.M. U. SMART ACADEMY,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",New Jersey Resources,madhavsainanee
133,Male,Female,apolitical,Hindi,New Job,divorced,,Bangalore, ERP systems,Hindu College,IVANA MEMORIAL SCHOOL,,Nvidia,gurmeisha.chadha
134,Female,Male,apolitical,Hindi,Married,live-in,Atheist,Delhi, Crystallization ,IIT Kanpur,INDRIA GHANDHI,,Helmerich & Payne,dheeraj.168
135,Female,Male,left,English,New Job,,,,,Indira Gandhi Institute of Physical Education & Sports Sciences,MICKEYS INTERNATIONAL SCHOOL,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Intuitive Surgical,nishantgadihoke
136,Male,Female,,Bengali,,divorced,Jainism,Delhi, C++,IIT Bombay,Rainbow Academy,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Cerner,aniket.pradhan.311
137,,Female,right,Hindi,New Job,single,Muslim,Surat, pallet-stacker,Shaheed Sukhdev College of Business Studies,AMBIKA DAHAL MEM. SCHOOL (PVT),"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",United Rentals,rachit.kohli.92
138,Male,Female,apolitical,English,New Job,divorced,Hindu,Kolkata,C#,Delhi College of Arts & Commerce,SUNRISE MODEL,,United Technologies,DidYouSeeeThat/
139,,Male,apolitical,Hindi,Married,live-in,Hindu,Ahmedabad, C++,Swami Shraddhanand College,"LITTLE ANGEL ACADEMY, PIPALAY","People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Worldpay,aachit.chugh
140,Male,Female,,English,Married,committed,Buddhism,Bangalore,SEM Marketing,Bhim Rao Ambedkar College,TENDER FEET ACADEMY,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Broadridge Financial Solutions,shraddha.sinha.90
141,Male,Female,apolitical,Punjabi,,live-in,Muslim,Visakhapatnam, Google Search Console Operator,Ayurvedic & Unani Tibia College,PALDEN KHANGSAR SCHOOL,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Altria Group,delvinraj1999
142,Female,Male,,Hindi,Bought Vehicle,divorced,Hindu,Lucknow,operating a road roller,Nehru Homeopathic Medical College & Hospital,Rainbow Academy,,Hyster-Yale Materials Handling,jelin.john.549
143,Male,Female,right,English,Graduated,live-in,,Ahmedabad, Crystallization ,Satyawati College (Evening),MOUNT K2 ACADEMY,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,DCP Midstream,Parnika.Sharma.2001
144,Female,Male,,Hindi,,single,,,operating a road roller,Aditi Mahavidyalaya,BAHAI SCHOOL,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Welltower,rajni.rohilla.5
145,Female,Male,left,Tamil,Bought House,single,Hindu,Mumbai, Stethoscope Usage,Shaheed Bhagat Singh College,ST.LUTHER ENGLISH BOARDING SCHOOL,,Delta Air Lines,100004094719898
146,Male,Female,,Tamil,Bought Vehicle,live-in,Atheist,Delhi, pallet-stacker,IIT Delhi,DENZONG PEMA CHOELING ACADEMY,,Dentsply Sirona,vaibhav.goel.984
147,Female,,right,Hindi,Bought House,divorced,Hindu,Bangalore, Scala,Maitreyi College for Women,MARIGOLD ACADAMY POKHARI DARA,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Evergy,meetanshi.mittal
148,Female,Male,right,Hindi,Bought Vehicle,divorced,Sikh,Mumbai,Adobe Creative Suite,Ahilya Bai College of Nursing,HIMALAYAN GRACE ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Phillips 66,100009468510338
149,Male,Female,right,Hindi,Married,live-in,Muslim,Delhi, ERP systems,Maharshi Valmiki College of Education,,,Brighthouse Financial,100010300516685
150,,Male,,Hindi,Bought Vehicle,,Sikh,Kanpur, ERP systems,Bharati College,KANCHANJUNGA ACADEMY,,Element Solutions,gautam.oberoi.378
151,Female,Female,left,Hindi,Graduated,,Buddhism,Lucknow,operating a road roller,Maharshi Valmiki College of Education,CHILDRENS WORLD ACADEMY,,Kemper,kartik.maggu.5
152,,Other,left,Punjabi,Graduated,complicated,,Lucknow, Crystallization ,IIT Delhi,MOUNT K2 ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Mueller Industries,soltek/
153,,Male,right,Bengali,Graduated,,Atheist,Nagpur,R,Bharati College,GRACE ENGLISH SCHOOL,,Jones Financial (Edward Jones),100009568963978
154,Female,,left,Tamil,Married,married,Muslim,Delhi,Accounting ,Delhi College of Arts & Commerce,TINY TOTS PS,,Vertex Pharmaceuticals,eshita.ria.1999
155,Female,Male,,English,New Job,live-in,Muslim,Ahmedabad, ERP systems,Aryabhatta College(Formally Ram Lal Anand College-Evg.),DAUGHTER OF THE CROSS CONVENT SCHOOL,The only place you find success before work is in the dictionary. May V Smith,Antero Resources,karan2dec
156,Female,Male,left,Hindi,Graduated,complicated,Christian,Hyderabad, pallet-stacker,Aryabhatta College(Formally Ram Lal Anand College-Evg.),DREAM LAND ACADEMY (PVT,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Sanderson Farms,aneesh.ahluwalia
157,,Male,apolitical,Tamil,Graduated,live-in,Hindu,Pune,C#,Deshbandhu College(Morning),Rainbow Academy,,International Paper,sarita.lohan.169
158,Male,Female,,Bengali,Bought House,single,Sikh,Bangalore,,Moti Lal Nehru College,GOOD SHEPHERD ENGLISH SCHOOL,,Voya Financial,joel.johncy.Rhapstudio
159,Female,Male,apolitical,Punjabi,New Job,,Buddhism,Jaipur, operating a PoS,Hans Raj College,KALIKA SANSKRIT VIDHYALAYA,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",PriceSmart,mallika.arora.96343
160,Male,Female,apolitical,Hindi,Graduated,single,Hindu,Lucknow, Stethoscope Usage,Rajkumari Amrit Kaur College of Nursing,MOUNT K2 ACADEMY,,HollyFrontier,rkr9thelaw
161,Female,Male,right,Hindi,Bought Vehicle,single,Sikh,Surat,Frequency analysis,IIIT Ahemdabad,BETHANY EDUCATIONAL INSTITUTIO,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",AECOM,anish.madan.16
162,Female,Male,right,,Graduated,live-in,Hindu,Delhi, C++,St. Stephen's College,DREAMLAND ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Sanderson Farms,arsh.k.agrawal
163,,Other,right,Hindi,,committed,,Nagpur,Java,Pt. Deendayal Upadhyaya Institute of Physically Handicapped,ZENITH PUBLIC SCHOOL,,Brown-Forman,nivanveenith
164,Male,,left,Punjabi,Bought Vehicle,married,Buddhism,Nagpur,SEM Marketing,Sri Guru Tegh Bahadur Khalsa College,GENERATION NEXT ACADEMY,The only place you find success before work is in the dictionary. May V Smith,SVB Financial Group,shambhavi.jha.12
165,Female,Male,left,,Bought Vehicle,married,Hindu,Visakhapatnam, Google Search Console Operator,Sri Venkateswara College,ST.MARRY ACADEMY,,Autoliv,naman.gupta.3760430
166,Female,Male,,,,committed,Buddhism,Chennai,operating a road roller,Deen Dayal Upadhyaya College,HIMALAYAN SARASWATI VIDYALAYA,,Stryker,janvi.juneja.311
167,Male,Female,,Bengali,Bought Vehicle,single,Buddhism,Delhi, Scala,Kirori Mal College,GRACE ACADEMY,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Pool,raghav.rathi.999
168,Female,Male,apolitical,Hindi,Graduated,complicated,Hindu,Nagpur,Java,Maitreyi College for Women,Hansraj Academy,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Boise Cascade,vyom.yadav.1
169,,Other,apolitical,Punjabi,Bought Vehicle,single,Buddhism,Ahmedabad, Google Search Console Operator,Ram Lal Anand College,ST. THOMAS SCHOOL,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Ingles Markets,gj1234
170,Male,Female,right,Bengali,,divorced,Hindu,Jaipur,,University College of Medical Sciences,ENLIGHTEN ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Avis Budget Group,100005349974787
171,Female,Male,left,Bengali,Bought House,single,Atheist,Surat,,Shivaji College,INDRIA GHANDHI,,Terex,litakshi.popli
172,Female,Male,right,,Married,married,Buddhism,Delhi,Frequency analysis,College of Vocational Studies,TINY KIDS ACADEMY (PVT),It took me a long time not to judge myself through someone elses eyes. Sally Field,Northern Trust,karan.sethi.969300
173,Male,Female,left,Punjabi,New Job,single,Sikh,Kolkata,,Moti Lal Nehru College (Evening),BLOOSOM (PVT),,Carter's,ramachandran.narayanan.754
174,Male,Female,apolitical,Punjabi,,,Hindu,Pune, ERP systems,Bhaskaracharya College of Applied Sciences,GRACE ACADEMY,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Zions Bancorp.,priya.chugh.16568
175,Male,Female,left,English,Married,married,,Delhi,,Swami Shraddhanand College,SEVEN HILLS SCHOOL,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Foundation Building Materials,rishabh.gupta.7505
176,Female,Male,right,,Graduated,complicated,Christian,Pune,operating a road roller,Shyama Prasad Mukherji College for Women,SPRINGDALE SCHOOL (PVT),"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Carlisle,PyRishabhSharma
177,Male,Female,,Hindi,Bought Vehicle,,Muslim,Nagpur,Java,Maulana Azad Medical College,SHERAB ODSAL RAIDELLING ACADEMY,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,United Parcel Service,100008332392620
178,Male,Female,apolitical,Punjabi,Married,committed,Hindu,Ahmedabad, CRMs,IIT Roorkee,MOUNT SINAI ACADEMY,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",G-III Apparel Group,dev.grover.9
179,,Male,left,English,,single,Muslim,Surat, Crystallization ,Bhaskaracharya College of Applied Sciences,SPRINGDALE ACADEMY,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Equity Residential,medha.sharma.1257
180,Female,Male,left,Hindi,Graduated,complicated,,Delhi, C++,St. Stephen's College,NORTHWAY ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Twitter,regina.doris.1
181,Male,Male,right,Hindi,Bought Vehicle,single,Atheist,Kanpur, C++,Maulana Azad Medical College,,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Antero Resources,aditya.bhadoo.3
182,Male,Female,apolitical,English,Graduated,complicated,Buddhism,Surat,operating a road roller,Indraprastha College for Women,PRATIVA ACADEMY,,Mutual of America Life Insurance,100020300898559
183,Female,Male,left,Hindi,Bought House,single,Jainism,Chennai,Java,Gargi College,HIMALAYAN RADIANT ACADEMY,,Honeywell International,yatin20
184,Male,Female,right,Punjabi,Bought House,married,Hindu,Delhi, C++,Shivaji College,ANNES HOUSE,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Marathon Petroleum,olive.pete0007
185,Male,Female,right,Hindi,Bought House,married,,Ahmedabad,Frequency analysis,Rajkumari Amrit Kaur College of Nursing,MAGNOLIA ENGLISH SCHOOL,"Hope never abandons you, you abandon it. George Weinberg",MetLife,bhavika.katyal.5
186,,Male,right,Punjabi,New Job,married,Christian,Kolkata, Scala,Bhagini Nivedita College,EVERSHINE ACADEMY,,Autodesk,anjali.kundu.12382
187,Female,Male,left,Hindi,Bought House,single,Buddhism,Lucknow,,Ramanujan College,LORD JESUS SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Patterson,anshul.gupta.737448
188,Female,,apolitical,English,Graduated,complicated,,Nagpur, operating a PoS,Sri Guru Gobind Singh College of Commerce,MOUNT K2 ACADEMY,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Encompass Health,harshjeet.singh.214
189,Male,Female,,Hindi,,live-in,Hindu,Mumbai, Stethoscope Usage,Lakshmi Bai College for Women,Chandra Kumari Chettri Memorial School,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Modine Manufacturing,riya.marwah.94
190,,Male,right,Punjabi,New Job,single,Jainism,Chennai, C++,Florence Nightingale College of Nursing,NOBLE ENGLISH SCHOOL,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Northwestern Mutual,avrachan.ashima
191,Male,Female,,,Married,single,Jainism,Delhi,Accounting ,Delhi College of Arts & Commerce,EVERGREEN ENGLISH SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",PC Connection,sachwin.kohli
192,Female,,left,Tamil,Graduated,divorced,Christian,Chennai, Scala,Jesus & Mary College,MOON LIGHT SCHOOL,"Hope never abandons you, you abandon it. George Weinberg",Align Technology,avneet.hardeep
193,Female,Male,right,Hindi,Bought House,complicated,Hindu,,Java,Ram Lal Anand College,EUREKA RESIDENTIAL SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Brinker International,smriti.grover.547
194,Female,Male,,Bengali,,single,Buddhism,Ahmedabad,Java,Shivaji College,GREEN FILED ACADEMY (PVT),,Steelcase,rahul.khairwal.3
195,Male,Female,right,Punjabi,New Job,complicated,Buddhism,Surat,Frequency analysis,Durga Bai Deshmukh College of Special Edu.(VI),EVERSHINE ACADEMY,,SS&C Technologies Holdings,aryan.nkbagrodia
196,Male,Female,,Tamil,,complicated,Hindu,Ahmedabad, bookkeeping,Bhaskaracharya College of Applied Sciences,EAST POINT SCHOOL,,Murphy USA,100031920332247
197,Female,Male,left,Hindi,,complicated,,Delhi, Google Analytics,Shaheed Sukhdev College of Business Studies,TINY BUDS ACADEMY,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Modine Manufacturing,aadit.syal
198,Female,Male,left,English,Graduated,single,Hindu,,Java,Daulat Ram College,GYANUDAYA ACADEMY MEMDOGOAN,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Mednax,sofia.skaria
199,Male,Female,apolitical,,Bought House,committed,Muslim,Lucknow, Ableton Live Suite,Sri Guru Tegh Bahadur Khalsa College,ST. XAVIER (PVT),"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",H.B. Fuller,pranay.kapoor.714
200,Female,Male,apolitical,,New Job,committed,,Kolkata, CRMs,Atma Ram Sanatan Dharma College,MOUNT CARMEL,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Sinclair Broadcast Group,Sachin.nNandal
201,Female,Male,right,,,single,Muslim,Chennai, ERP systems,Maitreyi College for Women,REHMA ENGLISH SCHOOL,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Yum Brands,abhijeetmaniktala
202,Female,,left,Hindi,Graduated,divorced,Hindu,Lucknow, Google Search Console Operator,Florence Nightingale College of Nursing,PRATIVA ACADEMY,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Sprague Resources,IamtheDevil07
203,Male,Female,apolitical,,,single,Hindu,Delhi,operating a road roller,Nehru Homeopathic Medical College & Hospital,WISDOM VALLEY ACADEMY,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Las Vegas Sands,bhavya.srivastava2
204,,Female,,Bengali,Bought Vehicle,committed,Sikh,Delhi,Accounting ,National Institute of Health & Family Welfare,UNITED ACADEMY SCHOOL DARAMDIN,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Becton Dickinson,tanisha.pandey.3720
205,,Female,right,,Graduated,married,,Delhi,Frequency analysis,Mata Sundri College for Women,DENZONG PEMA CHOELING ACADEMY,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",New York Life Insurance,100018507337719
206,,,left,Hindi,Married,committed,Hindu,Visakhapatnam, Stethoscope Usage,G.B. Pant Hospital,LORETO CONVENT SCHOOL,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,SVB Financial Group,Jagatkumar15109
207,Male,Female,apolitical,Hindi,New Job,committed,Hindu,Kanpur,R,,ANNES HOUSE NUSERY,It took me a long time not to judge myself through someone elses eyes. Sally Field,Paccar,rudragoopel.gato.7
208,,Female,right,Hindi,Bought Vehicle,complicated,Christian,Nagpur,operating a road roller,Shaheed Bhagat Singh College,TINY TOTS PS,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",CDW,JoelRJ.11072000
209,Female,Male,left,Punjabi,Bought House,,Hindu,Jaipur, Stethoscope Usage,Satyawati College,NEW VISION ACADEMY,,Syneos Health,febin.thomas.739
210,Male,Female,left,English,Bought Vehicle,committed,Atheist,Jaipur, ERP systems,Hans Raj College,GREEN HILL ACADEMY,The only place you find success before work is in the dictionary. May V Smith,Southern,100004428557577
211,Female,Male,right,Tamil,Graduated,married,Christian,Ahmedabad, Crystallization ,Sri Guru Nanak Dev Khalsa College,AROMA ACADEMY,,Eversource Energy,christo.babu.16
212,,Male,left,English,New Job,divorced,Atheist,Nagpur, C++,All India Institute of Ayurveda,VICTORY ACADEMY,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Boston Scientific,kartikey.singh.79677
213,Female,Male,,Punjabi,Bought Vehicle,live-in,Sikh,Chennai, C++,Institute of Home Economics,HIMALAYAN ACADEMY SORENG,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Analog Devices,devesh.chaudhary.1232
214,,Female,,Hindi,Bought Vehicle,divorced,Hindu,Nagpur, Ableton Live Suite,Vivekananda College,MAINUM NURSERY SCHOOL,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Westinghouse Air Brake,kushankarora
215,Female,Male,,English,Bought Vehicle,divorced,Jainism,Chennai,Accounting ,Sri Guru Nanak Dev Khalsa College,WISDOM VALLEY ACADEMY,,Jones Financial (Edward Jones),yash.malhotra.507
216,,Male,left,Tamil,New Job,,Hindu,Kolkata, Ableton Live Suite,IIT Bombay,PRASANSHA ENGLISH SCHOOL,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Polaris Industries,rtomar1999
217,Female,Male,apolitical,Hindi,Married,single,Sikh,Pune,Frequency analysis,Bhaskaracharya College of Applied Sciences,KHATEK PEMA CHOLING MONASTIC SCHOOL,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Vertex Pharmaceuticals,100012133849805
218,,Other,right,Tamil,New Job,live-in,Hindu,Delhi, operating a PoS,Kamla Nehru College for Women,LITTLE ANGEL ACADEMY,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Catalent,100007749199399
219,Female,Male,right,Hindi,Graduated,committed,Hindu,Chennai, forklifting,Lady Irwin College,EAST POINT ENGLISH SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,Zoetis,radhika.harjai
220,Female,Male,right,English,Bought House,single,Sikh,Ahmedabad, Ableton Live Suite,Chacha Nehru Bal Chikitsalaya,ANTASHKARAN CHILD ACHADAMY,,Applied Materials,100009376812573
221,,Male,apolitical,Hindi,Married,live-in,Jainism,Mumbai, Stethoscope Usage,Zakir Husain Post Graduate Evening College,NEW LIGHT ACADEMY,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",BlueLinx Holdings,isha1998
222,Female,Male,right,Tamil,,married,,Visakhapatnam, pallet-stacker,Lady Hardinge Medical College,GYANODAYA NURSERY SCHOOL,,Gannett,albin.benny.737
223,Female,Male,,Hindi,Bought Vehicle,single,Atheist,Chennai,Mathematics ,P.G.D.A.V. College (Evening),HANSAVAHINI SISHU MANDIR AMBA,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Nike,vatsal.bahl.7
224,Female,Male,apolitical,English,Bought House,committed,Hindu,Bangalore, ERP systems,Kasturba Hospital,PALKHANG ACADEMY,,CA,deeizzbak
225,Male,Female,left,Hindi,Bought House,live-in,Muslim,Bangalore, bookkeeping,Bharati College,KALEZ VALEY ENGLISH SCHOOL,,Huntsman,simarssss
226,,Female,,Tamil,Graduated,,Buddhism,, bookkeeping,Sri Aurobindo College (Evening),GRACE ACADEMY,,Hill-Rom Holdings,karan.malik.315428
227,Female,,,English,Bought House,complicated,Jainism,Jaipur, ERP systems,Kalindi College for Women,SWARSWATI BAL VIDHALAYA,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Target,vermaarsh
228,Female,,left,Hindi,Bought Vehicle,divorced,,Delhi,operating a road roller,Chacha Nehru Bal Chikitsalaya,EDEN GARDEN SCHOOL (P),"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Fiserv,aishwarya.alex.5
229,Male,Female,apolitical,Hindi,Bought Vehicle,committed,Hindu,Delhi,Frequency analysis,IIT Delhi,,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Brighthouse Financial,sehaj.singh.752
230,Male,Female,right,Hindi,New Job,,Buddhism,Nagpur, CRMs,IIT Roorkee,BLOOSOM (PVT),I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Meredith,aman.agrawal.1614460
231,Female,Male,right,Hindi,Married,,Buddhism,Lucknow, CRMs,Deshbandhu College(Morning),SYARI MODEL SCHOOL,,Duke Energy,theworldsstrongestman/
232,Female,Male,apolitical,,New Job,,Hindu,Surat,SEM Marketing,Zakir Husain Post Graduate Evening College,SPLENDOUR ACADEMY,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,American Electric Power,judish.xavier.1
233,Male,Female,right,Punjabi,Bought House,divorced,Atheist,Pune, Scala,IIT Roorkee,MOUNT CARMEL SCHOOL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Groupon,100006974985978
234,Female,Male,right,Punjabi,Bought House,committed,Sikh,Surat, Scala,Chacha Nehru Bal Chikitsalaya,ST. JOHNS JHS SCHOOL,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",F5 Networks,sunil.lather.7
